epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
73,1480.79,1.19528,3.79026,0.22579,0.84463,0.01164,7.38785,0.76166,0.66797,0.74468,0.4732,0.46336,0.4774,0.44851,0.16362,1.11778,3.78609,0.10771,0.77561,0.01474,0,0.000319079,0.000319079,0.000319079
74,1500.84,1.0977,3.76591,0.21213,0.78534,0.01167,7.45656,0.75719,0.66418,0.72731,0.4452,0.44188,0.48368,0.45187,0.16768,1.15538,3.79811,0.11163,0.80498,0.01474,0,0.00030808,0.00030808,0.00030808
75,1520.83,1.10197,3.7186,0.22188,0.76339,0.01163,7.36654,0.72965,0.71239,0.7331,0.45953,0.44018,0.46641,0.43446,0.16081,1.11721,3.87238,0.11449,0.78793,0.01437,0,0.000297081,0.000297081,0.000297081
76,1540.85,1.1563,3.77648,0.20941,0.76871,0.011,7.1414,0.73381,0.68668,0.70182,0.42676,0.45856,0.50031,0.44826,0.16449,1.14338,3.78004,0.10851,0.76556,0.01457,0,0.000286083,0.000286083,0.000286083
77,1560.85,1.12711,3.78589,0.21516,0.76041,0.01087,7.21468,0.72659,0.70743,0.72152,0.44865,0.44822,0.49725,0.45558,0.1679,1.13574,3.77557,0.11036,0.76633,0.01477,0,0.000275084,0.000275084,0.000275084
78,1580.76,1.09448,3.57723,0.20954,0.76808,0.01144,7.23094,0.7281,0.7138,0.74063,0.46158,0.45277,0.50107,0.45295,0.16629,1.10514,3.78538,0.10771,0.76625,0.01425,0,0.000264085,0.000264085,0.000264085
79,1600.73,1.06819,3.68743,0.21482,0.71945,0.01115,7.18241,0.75908,0.69879,0.73676,0.4576,0.46064,0.49332,0.45843,0.17523,1.11635,3.76171,0.10793,0.75248,0.01436,0,0.000253086,0.000253086,0.000253086
80,1620.74,1.07479,3.52748,0.21521,0.75385,0.01118,7.15313,0.76818,0.68257,0.7259,0.45901,0.45727,0.49072,0.45563,0.17712,1.08919,3.72473,0.11074,0.73884,0.01415,0,0.000242087,0.000242087,0.000242087
81,1640.77,1.10038,3.85114,0.21016,0.74672,0.01102,7.2941,0.75635,0.72461,0.74136,0.46227,0.46595,0.49389,0.46267,0.18056,1.09375,3.73371,0.11139,0.76926,0.01409,0,0.000231088,0.000231088,0.000231088
82,1661.82,1.05547,3.62594,0.20261,0.73031,0.01105,7.00696,0.77508,0.69285,0.73669,0.4561,0.46376,0.49849,0.45849,0.17255,1.09791,3.75635,0.10861,0.78208,0.0144,0,0.000220089,0.000220089,0.000220089
